"","geoid2","date","month","day","year","elapsed","date_rep","cases","deaths","country","population_2019","continent","Cumulative_number_for_14_days_of_COVID.19_cases_per_100000","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","pop_den_2018","life_exp_2017","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","state_fragility","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_mean","precip","excess_deaths_weekly","excess_deaths_source","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"38","CIV","2020-11-22","11","21","2020","326","2020-11-22","27","0","Côte d’Ivoire","25716554","Africa","1.217","21126","129","4.868","128","0.016","Sub-Saharan Africa","-0.571","59.044","","3.733","25.069","378415","338298","13.566","912856300.821","78.834","19.629","9.583","1.006","7.923","","27.229","41.937","4","50.917","0.773","0.667","1","0.11","0.461","0.306","-0.713","0.474","0.974","0.451","","10.883","","0","-0.377","2","0","295","228","295","228","0.004","","0","","","","0","19","0.375","0.82","0.755","0.784","2.139","1.2","35.5","78.834","57.017","3.255","44.5","14.4","40","43.9","27.3","29.9","42","0.5","17.1","29.7","16","0","2.859","3.222","4.367","","","","","","","","","","","","","-14","","","","","","","","","","","25.833","194.833","","","","","","5.146","1.816","","","CIV","80","246","111","215"
"39","CMR","2020-11-22","11","21","2020","326","2020-11-22","0","0","Cameroon","25876387","Africa","4.583","23528","435","6.078","433","0.005","Sub-Saharan Africa","-0.8","43.011","","3.359","25.216","306085","382035","12.488","765138128.211","53.344","28.029","1.636","2.545","3.408","1.457","0.874","42.632","-4","44.96","0.836","0.535","0","0","0.82","-0.354","-1.245","0.817","0.271","0.931","","17.042","","0","","2","0","1115","2036","1815","1115","0.001","","0","","","","0","18.3","0.155","0.863","0.734","0.887","1.757","2","34.4","53.344","58.511","3.626","35.6","8.3","130","71.3","31.9","38.8","23","0.6","21.4","29.5","16","1","2.729","3.227","3.977","","","","","","","","","","","","","-14","","","","","","","","","","","24.367","209.567","","","","","","17.251","2.904","","","CMR","77","249","99","227"
"40","COD","2020-11-22","11","21","2020","326","2020-11-22","52","4","Congo - Kinshasa","86790568","Africa","0.68","12180","327","5.793","318","0.019","Sub-Saharan Africa","-1.555","70.962","","0.827","84.068","1144474","1392567","13.745","1284643393.848","37.083","24.099","0.706","0.586","1.6","","9.99","46.166","-3","43.8","0.89","0.376","4","0.393","0.356","-0.084","-1.477","0.184","-0.198","0.766","","","","0","","5","","1481","","1390","1390","0.001","","0","","","","0","17.4","0.12","0.875","0.702","0.933","1.694","10","26.5","37.083","60.026","3.852","25.1","9.1","80","77","29.6","19.7","4","0.5","11.8","31.3","24","1","3.018","4.432","3.613","","","","","","","","","","","","","","","","","","","","","","","","24.333","127.3","","","","","","3.89","1.587","","","COD","78","248","92","234"
"41","COG","2020-11-22","11","21","2020","326","2020-11-22","0","0","Congo - Brazzaville","5380504","Africa","4.702","5632","92","4.533","92","0","Sub-Saharan Africa","-1.217","154.911","","5.024","5.244","59957","80678","12.719","4313143665.014","15.357","64.208","8.506","36.734","","","","41.764","-4","47.95","0.742","0.707","3","0.38","0.153","-0.354","-0.895","0.211","-1.255","0.682","","","","0","-0.069","4","0","1268","374","872","374","0.003","","0","","","","0","18.8","0.106","0.875","0.664","0.878","2.285","","23.6","15.357","63.954","3.942","7","9.5","160","79.3","34.1","15","111","0.6","6.3","23.6","13","0","2.682","1.657","2.732","","","","","","","","","","","","","","","","","","","","","","","","24.833","118.5","","","","","","17.543","2.92","","","COG","88","238","122","204"
"42","COL","2020-11-22","11","21","2020","326","2020-11-22","7049","175","Colombia","50339443","America","206.689","1240493","35104","10.466","33829","0.037","Latin America & Caribbean","-0.085","36.751","39.7","13.321","49.649","1868387","2340794","17.333","11535119873.131","44.749","43.897","0.276","2.67","9.27","12.513","59.251","23.078","7","47.678","0.413","0.743","2","0.264","1.338","0.147","-0.532","0.593","0.102","0.465","","20.769","22.376","0","0.763","4","","750","807","750","750","0.001","","0","","","","0","27.7","0.533","0.601","0.148","0.656","3.106","87.7","44.2","44.749","76.925","4.265","41.7","182.1","150","94.7","68.5","84.4","526","0.7","34.3","43.5","11","1","8.478","3.905","3.801","","","","","","","","","","","","","-56.2","","","","","","","","","","","24.9","245.233","","","","","","707.048","6.563","","","COL","73","253","89","237"
"43","COM","2020-11-22","11","21","2020","326","2020-11-22","4","0","Comoros","850891","Africa","3.878","596","7","2.079","7","0","Sub-Saharan Africa","-1.639","43.095","","2.585","0.832","11402","13629","","6859922.781","447.244","","1.592","0","","","","39.538","-3","54.85","0.546","0.952","0","0","0.629","1.345","0.289","0.73","-0.778","0.766","","","","0","0.289","3","","","1474","1775","1474","0.001","","0","","","","0","19.1","0.311","0","0.014","","3.004","","27.2","447.244","63.912","3.363","23.2","19","220","49.2","33","34.2","17","0.5","9.4","27.1","12","0","3.007","-0.184","6.103","","","","","","","","","","","","","","","","","","","","","","","","25.467","29.3","","","","","","8.41","2.242","","","COM","130","196","",""
"44","CPV","2020-11-22","11","21","2020","326","2020-11-22","82","0","Cape Verde","549936","Africa","171.474","10234","104","4.654","102","0.02","Sub-Saharan Africa","0.319","116.987","","6.614","0.544","8902","16164","11.852","107974093.736","134.93","","2.867","0","","18.084","","28.778","10","49.917","0","0","0","0","1.604","1.765","0.556","0.831","1.204","0.247","","7.433","","0","","3","0","","570","374","374","0.003","","0","","","","0","24.2","0.714","0.417","0.077","","3.561","","29.3","134.93","72.57","2.79","9.3","78.8","210","86.8","54.8","65.2","197","0.7","16.1","32.7","5","1","4.61","-0.609","4.905","","","","","","","","","","","","","-50.6","","","","","","","","","","","25.667","75.167","","","","","","191.258","5.259","","","CPV","103","223","178","148"
"45","CRI","2020-11-22","11","21","2020","326","2020-11-22","0","0","Costa Rica","5047561","America","258.64","129418","1608","7.383","1546","0.046","Latin America & Caribbean","0.378","66.99","36.3","15.68","4.999","221767","255673","14.483","2763898445.341","97.913","27.158","8.771","0","15.582","33.853","45.848","21.325","10","45.978","0.289","0.495","2","0.102","1.903","2","2.238","0.856","1.821","0.192","","9.664","33.947","0","-0.375","2","2","","695","695","695","0.001","","0","","","","0","29.7","0.831","0.237","0.241","0.238","3.544","100","45.1","97.913","79.914","3.407","56","115","120","97.4","73.7","97.1","933","0.8","24.8","36.6","1","1","9.55","1.609","4.584","","","","","","","","","","","","","-40.6","","","","","","","","","","","24.867","359.533","","","","","","321.636","5.777","","","CRI","70","256","137","189"
"46","CUB","2020-11-22","11","21","2020","326","2020-11-22","35","1","Cuba","11333484","America","4.685","7798","132","4.89","131","0","Latin America & Caribbean","-0.245","27.095","","","11.338","787812","934031","13.237","","109","18.843","0.117","0.269","","","","16.211","-5","","0.46","0.92","0","0","-1.505","-1.006","1.999","0.27","-0.938","0.841","","","","0","-0.686","1","0","","","1095","1095","0.001","","0","","","","0","40.1","0.078","0.591","0.506","0.213","0.446","100","35.2","109","78.662","3.164","10.5","751.9","520","99.8","75.5","90.8","2202","0.8","37.4","25.9","5","1","15.186","2.428","4.691","","","","","","","","","","","","","","","","","","","","","","","","27.833","143.567","","","","","","11.642","2.537","","","CUB","78","248","98","228"
"47","CUW","2020-11-22","11","21","2020","326","2020-11-22","62","0","Curaçao","163423","America","370.205","1682","3","1.386","2","0.5","Latin America & Caribbean","","","","24.617","0.16","11113","15553","","126888268.156","","","23.925","","","","","18.884","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","","78.017","","","","","","","","","","","","","","16.687","-1.834","","","","","","","","","","","","","","","","","","","","","","","","","29.733","113.833","","","","","","18.773","2.984","","","CUW","91","235","",""
"48","CYM","2020-11-22","11","21","2020","326","2020-11-22","0","0","Cayman Islands","64948","America","16.937","261","2","1.099","1","1","Latin America & Caribbean","1.204","","","","0.064","","","","57383579000","267.392","","39.565","","","","","","","","","","","","","","","","","","","","","0","","","","","","439","439","0.002","","0","","","","0","","","","","","","","","267.392","","","","","","","","","","","","","","","","-2.746","5.589","","","","","","","","","","","","","","","","","","","","","","","","28.967","143.533","","","","","","31.165","3.471","","","CYM","90","236","",""
"49","CYP","2020-11-22","11","21","2020","326","2020-11-22","245","0","Cyprus","875899","Europe","295.125","8456","43","3.784","39","0.132","Europe & Central Asia","0.921","145.345","","34.569","1.189","74292","88863","12.903","5206751664.272","128.708","","16.834","0","","22.795","","16.788","10","29.688","0.327","0.62","0","0","1.88","2.064","2.769","0.842","1.934","0.186","16.053","9.027","46.945","0","","4","2","","1053","437","437","0.002","8.684","0","","","","0","35.2","0.745","0.094","0.396","0.359","3.678","65","43","128.708","80.672","4.33","44.9","249.6","340","98.7","90.3","99.4","958","0.9","21.9","33.9","3","1","13.719","0.173","4.858","","","","","","","","","","","","","","","","","","","","","","","","25.867","11.633","","","","","","36.157","3.615","","","CYP","73","253","100","226"
"50","CZE","2020-11-22","11","21","2020","326","2020-11-22","3187","74","Czechia","10649800","Europe","746.775","490750","7095","8.867","6058","0.185","Europe & Central Asia","0.922","150.389","","33.436","10.63","868331","1196119","15.561","8493644233.844","137.603","12.155","3.842","0.009","","46.29","","15.587","9","25.1","0.054","0.109","0","0","1.076","1.966","3.021","0.887","1.336","0.273","21.399","","","1","0.43","5","0","234","1037","599","234","0.004","5.524","0","","","","0","40.3","0.758","0.322","0.659","0.322","3.404","100","52","137.603","79.476","2.784","50.7","367.7","650","99.9","89","99.1","2034","0.9","37.4","46.6","1","1","19.421","2.364","4.924","","","","","","","","","","","","","-3.6","","","","","","","","","","","15.8","47.6","","","","","","667.455","6.505","","","CZE","65","261","88","238"
"51","DEU","2020-11-22","11","21","2020","326","2020-11-22","15741","138","Germany","83019213","Europe","312.896","918269","14022","9.548","12485","0.122","Europe & Central Asia","1.62","88.671","","45.936","82.906","7784757","10008212","18.514","105276890168.508","237.371","9.58","14.879","0.011","","55.792","","13.621","","28.837","0","0","0","0","2.469","2.282","2.734","0.889","2.931","0.036","51.593","42.03","43.778","0","0.763","6","2","","","568","568","0.002","5.251","1","3","9","","0","45.5","0.823","0.168","0.657","0.095","3.719","100","66","237.371","80.99","4.114","84.6","419.1","830","99.9","92","99.2","4626","0.9","48.2","54.8","1","1","21.462","4.418","5.47","","","","","","","","","","","","","-10.4","","","","","","","","","","","15.8","39.433","","","","","","169.132","5.137","","","DEU","34","292","75","251"
"52","DJI","2020-11-22","11","21","2020","326","2020-11-22","1","0","Djibouti","973557","Africa","5.752","5661","61","4.127","61","0","Middle East & North Africa","-0.899","327.658","","","0.959","20919","22501","","265000000","41.368","","12.654","0","8.502","","9.525","29.574","3","42.525","0.56","0.906","0","0","-0.845","-1.198","-1.097","0.556","-0.058","0.74","","","","0","","1","0","","393","1079","393","0.003","","0","","","","0","22.8","0.127","0.796","0.043","0.606","1.206","30","23.2","41.368","65.893","3.353","17","22.9","140","52.5","35","51.4","56","0.5","9.3","23.2","12","1","4.528","-0.042","3.723","","","","","","","","","","","","","","","","","","","","","","","","30.4","22.733","","","","","","63.613","4.168","","","DJI","85","241","142","184"
"53","DMA","2020-11-22","11","21","2020","326","2020-11-22","0","0","Dominica","71808","America","41.778","72","0","0","0","","Latin America & Caribbean","-0.29","108.022","","9.876","0.072","","","","13286694.995","95.5","","9.246","0","","","","","","44.6","","","","","","","","","","","","","","0","","","","","","1731","1731","0.001","","0","","","","0","","","0.2","0.463","","","13.4","24","95.5","","3.257","10.7","178","380","94.2","61.9","77.9","373","0.7","8.5","20.9","","","","-2.636","4.559","","","","","","","","","","","","","","","","","","","","","","","","23.667","344.8","","","","","","0","0","","","DMA","86","240","",""
"54","DNK","2020-11-22","11","21","2020","326","2020-11-22","1273","3","Denmark","5806081","Europe","265.325","69635","781","6.662","757","0.029","Europe & Central Asia","1.872","105.236","","48.419","5.794","529516","618373","","1166205135.197","138.067","22.783","10.099","0.383","","2.168","","16.458","10","25.512","0","0","0","0","2.447","3.029","2.16","0.912","2.964","0.016","42.215","","","0","1.512","6","2","","","1193","1193","0.001","3.801","1","","","","0","41.1","0.834","0.082","0.233","0.128","3.847","100","70.4","138.067","81.005","4.221","86","365.5","250","99.9","92.1","99.6","4284","0.9","63.8","58.4","0","1","19.813","1.757","4.928","","","","","","","","","","","","","18.2","","","","","","","","","","","14.2","66.033","","","","","","134.803","4.911","","","DNK","64","262","81","245"
"55","DOM","2020-11-22","11","21","2020","326","2020-11-22","0","0","Dominican Republic","10738957","America","66.478","136784","2306","7.744","2282","0.011","Latin America & Caribbean","-0.4","52.056","35.2","15.748","10.627","352826","399883","","2744500000","219.979","29.849","3.947","0","6.486","1.498","29.956","27.977","7","44.157","0","0","0","0","0.544","0.806","-0.817","0.85","-0.7","0.96","","14.141","22.279","0","-0.13","2","0","67","126","67","67","0.015","","0","","","","0","25.8","0.291","0.429","0.312","0.387","1.543","26.5","38.3","219.979","73.689","3.04","37.1","149.4","160","93.8","61.2","82.7","428","0.7","16.1","47.3","3","1","7.083","2.363","5.394","","","","","","","","","","","","","-59","","","","","","","","","","","26.5","109.3","","","","","","216.991","5.384","","","DOM","73","253","85","241"
"56","DZA","2020-11-22","11","21","2020","326","2020-11-22","1019","1","Algeria","43053054","Africa","28.785","73774","2240","7.715","2139","0.054","Middle East & North Africa","-0.444","57.965","","13.737","42.228","1313567","1373215","15.678","1506316885.774","17.73","6.379","0.611","12.314","","","","30.149","2","34.95","0.403","0.806","1","0.28","0.571","0.654","-0.339","0.611","-0.603","0.627","","17.929","38.762","0","-0.443","3","1","660","1737","811","660","0.002","","0","2","","","0","26.9","0.155","0.339","0.009","0.32","2.595","85.2","23.6","17.73","76.499","3.59","12","120.7","190","75.1","63.1","87.5","676","0.8","13.1","19.6","11","1","6.362","3.743","2.875","","","","","","","","","","","","","","","","","","","","","","","","28.667","9.667","","","","","","53.045","3.99","","","DZA","64","262","80","246"
"57","ECU","2020-11-22","11","21","2020","326","2020-11-22","1036","44","Ecuador","17373657","America","65.559","184876","13139","9.483","12997","0.009","Latin America & Caribbean","-0.261","45.867","34.4","10.412","17.084","565818","656958","15.495","1410435145.236","68.789","27.635","2.4","4.957","10.93","","67.05","28.029","5","42.737","0.327","0.56","3","0.19","0.518","1.128","0.649","0.837","1.075","0.365","","14.154","26.163","0","-0.375","2","0","","345","345","345","0.003","","0","","","","0","26.1","0.295","0.655","0.142","0.655","2.675","22.8","50.1","68.789","76.584","3.772","71.2","166.5","150","94.4","62.2","86.1","483","0.8","35.2","39.5","7","1","7.157","2.838","4.231","","","","","","","","","","","","","-63","","","","","","","","","","","22.067","101.867","","","","","","769.066","6.646","","","ECU","64","262","82","244"
"58","EGY","2020-11-22","11","21","2020","326","2020-11-22","358","14","Egypt","100388076","Africa","3.7","112676","6535","8.785","6442","0.014","Middle East & North Africa","-0.585","48.278","","11.014","98.424","2302105","2845255","16.328","6797600000","98.873","25.565","0.537","4.076","","","","33.799","-4","43.55","0.164","0.328","1","0.09","-0.923","-1.645","-1.628","0.4","-1.611","0.908","","20.552","44.276","0","-0.688","1","","","745","249","249","0.004","","0","1","","","0","25.2","0.121","0.184","0.198","0.164","0.866","51.1","39.9","98.873","71.656","3.029","41.5","81.4","160","75.1","58","93.2","151","0.7","15.7","45","10","0","5.23","4.589","4.594","","","","","","","","","","","","","-33.4","","","","","","","","","","","28.567","1.9","","","","","","66.397","4.211","","","EGY","66","260","82","244"
"59","ERI","2020-11-22","11","21","2020","326","2020-11-22","24","0","Eritrea","3497117","Africa","1.716","551","0","0","0","","Sub-Saharan Africa","-1.728","","","","","","","11.54","61015000","","","","","","","","","-7","","0.613","0.869","0","0","-2.149","-2.498","0.612","0.092","-2.05","0.697","","","","0","-1.029","1","0","","","","","","","0","","","","0","18.4","0.013","0.652","0.425","0.647","0.174","","22.4","","65.538","3.369","17.2","5.3","70","64.7","27.6","11.3","16","0.4","9.7","16","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.133","64.267","","","","","","","","","","ERI","89","237","",""
"60","ESH","2020-11-22","11","21","2020","326","2020-11-22","0","0","Western Sahara","582458","Africa","0","766","1","0.693","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.467","3.433","","","","","","","","","","ESH","150","176","",""
"61","EST","2020-11-22","11","21","2020","326","2020-11-22","299","0","Estonia","1324820","Europe","259.809","9375","87","4.477","80","0.087","Europe & Central Asia","1.192","145.001","","31.035","1.322","89079","170367","10.373","1180195916.014","30.386","","15.416","0.271","","31.306","","16.357","9","32.8","0.472","0.793","3","0.29","2.558","3.256","2.464","0.868","1.765","0.042","20.315","38.512","53.307","0","","3","","","","1089","1089","0.001","5.12","0","","","","0","40.9","0.827","0.506","0.498","0.511","3.767","92.9","57","30.386","77.641","3.076","77.6","343","500","99.9","85.9","99.6","1499","0.9","31.6","47","0","1","19.626","0.279","3.414","","","","","","","","","","","","","-12","","","","","","","","","","","13.233","76.367","","","","","","65.811","4.202","","","EST","66","260","93","233"
"62","ETH","2020-11-22","11","21","2020","326","2020-11-22","473","16","Ethiopia","112078727","Africa","5.488","105352","1636","7.401","1565","0.04","Sub-Saharan Africa","-0.607","31.166","","1.794","109.225","1769192","2054879","16.258","3360419368.653","109.225","4.028","1.08","0","","","13.248","40.783","1","34.017","0.759","0.687","2","0.011","0.758","1.052","-0.059","0.146","0.156","0.394","","22.526","","0","0.79","3","0","234","1689","171","171","0.006","","0","","","","0","18.2","0.095","0.723","0.625","0.76","3.092","","40.6","109.225","65.872","2.64","33.7","2.2","30","29.8","28.1","7.1","19","0.5","29","44.7","20","0","3.501","4.693","4.693","","","","","","","","","","","","","","","","","","","","","","","","22.567","111.3","","","","","","14.978","2.771","","","ETH","82","244","152","174"
"63","FIN","2020-11-22","11","21","2020","326","2020-11-22","469","0","Finland","5517919","Europe","69.428","21216","375","5.93","369","0.016","Europe & Central Asia","1.984","77.854","","42.061","5.516","525215","672812","16.408","-4878401765.036","18.157","23.18","5.74","0","","32.487","","16.145","10","25.425","0.131","0.256","0","0","2.19","2.974","0.974","0.866","2.953","0.041","30.32","57.988","","0","0.79","3","1","","1418","1129","1129","0.001","4.204","1","","","","0","42.3","0.795","0.131","0.253","0.132","3.632","100","68.7","18.157","81.429","4.174","61.6","319.6","440","99.9","95.9","99.4","3181","0.9","60.8","69.2","0","1","21.721","1.708","2.899","","","","","","","","","","","","","-6.4","","","","","","","","","","","9.8","57.3","","","","","","67.99","4.234","","","FIN","65","261","89","237"
"64","FJI","2020-11-22","11","21","2020","326","2020-11-22","0","0","Fiji","889955","Oceania","0.112","35","2","1.099","2","0","East Asia & Pacific","0.26","","","9.654","0.883","21636","26514","14.328","468845976.07","48.357","","1.541","0","","","","29.513","2","40","0.528","0.898","0","0","0.042","0.288","0.822","0.552","0.374","0.22","","","","0","","1","0","","","978","978","0.001","","0","","","","0","27.1","0.351","0.548","0.568","0.566","3.111","100","25.7","48.357","67.252","3.283","16.4","83.7","230","83.3","47.9","95.7","200","0.7","7.5","28.3","4","","5.45","-0.124","3.879","","","","","","","","","","","","","-15.8","","","","","","","","","","","23.933","120.667","","","","","","2.264","1.183","","","FJI","94","232","",""
"65","FLK","2020-11-22","11","21","2020","326","2020-11-22","0","0","Falkland Islands","3372","America","88.968","16","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","608","608","0.002","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.133","35.567","","","","","","","","","","FLK","105","221","",""
"66","FRA","2020-11-22","11","21","2020","326","2020-11-22","17881","253","France","67012883","Europe","564.587","2127051","48518","10.79","44246","0.1","Europe & Central Asia","1.481","63.448","","39.556","66.977","5770806","7648100","18.067","59857774930.343","122.338","22.757","12.088","0.005","","41.936","","17.956","9","29.637","0.047","0.092","2","0.008","2.534","2.426","2.79","0.854","1.896","0.052","55.68","18.656","","0","1.051","5","2","1298","773","841","773","0.001","6.358","0","2","7","","0","40.6","0.839","0.103","0.403","0.272","3.958","99.9","68.2","122.338","82.524","4.336","75.3","323.8","650","99.9","91.7","98.7","3964","0.9","60.9","62.9","1","0","20.035","4.204","4.807","","","","","","","","","","","","","-51.4","","","","","","","","","","","17.5","52.033","","","","","","724.397","6.587","","","FRA","38","288","67","259"
"67","FRO","2020-11-22","11","21","2020","326","2020-11-22","1","0","Faroe Islands","48677","Europe","8.217","499","0","0","0","","Europe & Central Asia","","","","","0.048","","","","","34.74","","11.446","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","34.74","82.4","","","","","","","","","","","","","","","-3.026","3.548","","","","","","","","","","","","","","","","","","","","","","","","9.2","151.767","","","","","","0","0","","","FRO","76","250","",""
"68","GAB","2020-11-22","11","21","2020","326","2020-11-22","0","0","Gabon","2172578","Africa","5.017","9131","59","4.094","58","0.017","Sub-Saharan Africa","-0.812","72.049","","15.862","2.119","33284","42242","","845752960.635","8.225","","15.556","15.338","","1.675","","37.026","3","40.413","0.752","0.717","0","0","0.531","0.658","-0.021","0.702","1.824","0.838","","","","0","-0.375","3","0","295","1264","1329","295","0.003","","0","","","","0","20.7","0.278","0.769","0.667","0.857","2.283","57.6","20","8.225","65.839","4.301","6.1","40.6","630","82.3","40.4","40.9","359","0.7","11.2","20.6","8","0","3.564","0.751","2.107","","","","","","","","","","","","","-20.6","","","","","","","","","","","25.2","108.267","","","","","","27.84","3.362","","","GAB","91","235","135","191"
"69","GBR","2020-11-22","11","21","2020","326","2020-11-22","19875","340","United Kingdom","66647112","Europe","483.055","1493383","54626","10.908","51766","0.058","Europe & Central Asia","1.342","61.777","","40.522","66.46","5600012","6626046","18.924","35064410362.328","274.827","26.819","13.201","0.323","","21.596","","17.678","8","32.944","0.325","0.531","4","0.07","2.543","2.608","2.096","0.815","1.719","0.023","38.565","29.961","","0","0.845","4","2","","","1513","1513","0.001","7.426","0","5","4","1","0","40.2","0.795","0.121","0.694","0.324","3.665","100","77.9","274.827","81.156","4.538","87.3","282.5","280","99.9","90.5","99.1","3352","0.9","59.8","91.9","1","0","18.396","4.197","5.616","","","","","","","","","","","","","-38.2","","","","","","","","","","","12.367","106.067","","","","","","821.934","6.713","","","GBR","43","283","73","253"
"70","GEO","2020-11-22","11","21","2020","326","2020-11-22","4048","49","Georgia","3996762","Europe","1175.427","104732","976","6.884","703","0.386","Europe & Central Asia","0.615","111.756","27.5","10.652","3.727","207660","346296","13.154","1218652826.35","65.275","28.875","4.22","0.148","","","64.638","19.795","7","39.925","0.325","0.519","2","0.11","0.674","1.771","2.055","0.871","1.129","0.168","0.971","8.819","33.943","0","","1","0","","1692","211","211","0.005","","0","","","","0","37.6","0.554","0.492","0.654","0.49","3.387","25","52","65.275","73.414","2.039","75","477.6","260","99.6","67.1","84.9","291","0.8","38.3","37.1","5","1","14.865","1.315","4.179","","","","","","","","","","","","","-48.6","","","","","","","","","","","14.333","73.4","","","","","","261.905","5.572","","","GEO","67","259","129","197"
"71","GGY","2020-11-22","11","21","2020","326","2020-11-22","0","0","Guernsey","64468","Europe","6.205","283","13","2.639","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GGY","82","244","111","215"
"72","GHA","2020-11-22","11","21","2020","326","2020-11-22","243","0","Ghana","30417858","Africa","6.476","50874","323","5.781","320","0.009","Sub-Saharan Africa","-0.21","71.678","","4.212","29.767","419525","493999","13.055","2989035000","130.821","18.491","1.457","2.964","59.52","0.789","1.377","37.596","8","43.086","0.776","0.653","0","0","0.953","0.486","0.935","0.817","1.826","0.624","","4.961","58.698","0","-0.377","","","","271","271","271","0.004","","0","","","","0","20.6","0.55","0.673","0.799","0.846","2.081","73.9","35.5","130.821","63.463","2.926","40.5","9.6","90","71.5","39.3","14.3","73","0.6","23.4","31.5","11","0","3.069","3.393","4.874","","","","","","","","","","","","","-18.2","","","","","","","","","","","26.667","181.5","","","","","","10.851","2.472","","","GHA","79","247","115","211"
"73","GIB","2020-11-22","11","21","2020","326","2020-11-22","10","0","Gibraltar","33706","Europe","498.428","953","3","1.386","1","2","Europe & Central Asia","","","","","0.034","","","","","3371.8","","34.345","","","","","","","","","","","","","","","","","","","","","0","","","","","","1315","1315","0.001","","0","","","","0","","","","","","","","","3371.8","","","","","","","","","","","","","","","","-3.39","8.123","","","","","","","","","","","","","","","","","","","","","","","","23.5","46.933","","","","","","88.973","4.5","","","GIB","79","247","",""
"74","GIN","2020-11-22","11","21","2020","326","2020-11-22","0","0","Guinea","12771246","Africa","3.116","12798","75","4.331","74","0.014","Sub-Saharan Africa","-0.971","90.628","","2.223","12.414","138502","224770","","352760000","50.522","14.847","1.812","0","2.284","","1.714","43.85","4","39.6","0.7","0.8","1","0.4","1.456","0.117","-2.076","0.357","-0.419","0.841","","25.322","","0","","3","","","214","2567","214","0.005","","0","","","3809","1","18.6","0.201","0.739","0.265","0.669","1.62","0.2","32.7","50.522","60.706","2.811","57.2","7.5","30","32","26.4","22","13","0.5","8","23","18","","2.926","2.519","3.922","","","","","","","","","","","","","","","","","","","","","","","","25.067","318.9","","","","","","6.041","1.952","","","GIN","90","236","126","200"
"75","GMB","2020-11-22","11","21","2020","326","2020-11-22","21","1","Gambia","2347696","Africa","1.789","3726","123","4.82","122","0","Sub-Saharan Africa","-0.623","63.365","","2.318","2.28","28884","30169","10.892","32957945.268","225.307","","9.671","0","1.758","","7.082","44.269","4","44.167","0.754","0.679","0","0","1.362","1.339","-0.086","0.846","1.106","0.449","","","","0","-0.62","2","0","","630","756","630","0.002","","0","","","","0","17","0.128","0.786","0.097","0.764","1.425","99.9","34.2","225.307","61.44","1.819","36.9","10.7","110","42","35.7","41.7","14","0.5","23.5","34.2","15","0","2.59","0.824","5.417","","","","","","","","","","","","","","","","","","","","","","","","28.133","195.967","","","","","","53.945","4.006","","","GMB","110","216","217","109"
